2023-06-16 21:59:24.958 [gateway-service,,] [background-preinit] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2023-06-16 22:03:19.335 [gateway-service,,] [main] DEBUG o.s.core.env.PropertySourcesPropertyResolver - Found key 'spring.application.name' in PropertySource 'environmentProperties' with value of type String
2023-06-16 22:03:19.515 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'simpleDiscoveryClient' via factory method to bean named 'simpleDiscoveryProperties'
2023-06-16 22:03:19.516 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'discoveryClient'
2023-06-16 22:03:19.516 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaDiscoveryClientConfiguration'
2023-06-16 22:03:19.517 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'eurekaClient'
2023-06-16 22:03:19.528 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'eurekaClientConfigBean'
2023-06-16 22:03:19.528 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration'
2023-06-16 22:03:19.528 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration' via constructor to bean named 'environment'
2023-06-16 22:03:19.529 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'eurekaClientConfigBean' via factory method to bean named 'environment'
2023-06-16 22:03:19.547 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'discoveryClient' via factory method to bean named 'eurekaClient'
2023-06-16 22:03:19.548 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'discoveryClient' via factory method to bean named 'eurekaClientConfigBean'
2023-06-16 22:03:19.549 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'compositeDiscoveryClient' via factory method to bean named 'simpleDiscoveryClient'
2023-06-16 22:03:19.549 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'compositeDiscoveryClient' via factory method to bean named 'discoveryClient'
2023-06-16 22:03:19.549 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.gateway.discovery.GatewayDiscoveryClientAutoConfiguration$ReactiveDiscoveryClientRouteDefinitionLocatorConfiguration'
2023-06-16 22:03:19.550 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'discoveryClientRouteDefinitionLocator'
2023-06-16 22:03:19.550 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'reactiveCompositeDiscoveryClient'
2023-06-16 22:03:19.550 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.client.discovery.composite.reactive.ReactiveCompositeDiscoveryClientAutoConfiguration'
2023-06-16 22:03:19.551 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'simpleReactiveDiscoveryClient'
2023-06-16 22:03:19.551 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.client.discovery.simple.reactive.SimpleReactiveDiscoveryClientAutoConfiguration'
2023-06-16 22:03:19.552 [gateway-service,,] [main] DEBUG o.s.core.env.PropertySourcesPropertyResolver - Found key 'spring.application.name' in PropertySource 'environmentProperties' with value of type String
2023-06-16 22:03:19.553 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'simpleReactiveDiscoveryProperties'
2023-06-16 22:03:19.711 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'simpleReactiveDiscoveryClient' via factory method to bean named 'simpleReactiveDiscoveryProperties'
2023-06-16 22:03:19.711 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'eurekaReactiveDiscoveryClient'
2023-06-16 22:03:19.711 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.netflix.eureka.reactive.EurekaReactiveDiscoveryClientConfiguration'
2023-06-16 22:03:19.712 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'eurekaReactiveDiscoveryClient' via factory method to bean named 'eurekaClient'
2023-06-16 22:03:19.712 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'eurekaReactiveDiscoveryClient' via factory method to bean named 'eurekaClientConfigBean'
2023-06-16 22:03:19.713 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'reactiveCompositeDiscoveryClient' via factory method to bean named 'simpleReactiveDiscoveryClient'
2023-06-16 22:03:19.713 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'reactiveCompositeDiscoveryClient' via factory method to bean named 'eurekaReactiveDiscoveryClient'
2023-06-16 22:03:19.714 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'discoveryLocatorProperties'
2023-06-16 22:03:19.714 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.gateway.discovery.GatewayDiscoveryClientAutoConfiguration'
2023-06-16 22:03:19.716 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'discoveryClientRouteDefinitionLocator' via factory method to bean named 'reactiveCompositeDiscoveryClient'
2023-06-16 22:03:19.717 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'discoveryClientRouteDefinitionLocator' via factory method to bean named 'discoveryLocatorProperties'
2023-06-16 22:03:19.760 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.gateway.config.GatewayAutoConfiguration$NettyConfiguration'
2023-06-16 22:03:19.761 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'gatewayHttpClientFactory'
2023-06-16 22:03:19.761 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'httpClientProperties'
2023-06-16 22:03:19.765 [gateway-service,,] [main] DEBUG o.h.v.m.ResourceBundleMessageInterpolator - Loaded expression factory via original TCCL
2023-06-16 22:03:19.765 [gateway-service,,] [main] DEBUG o.h.v.internal.engine.AbstractConfigurationImpl - Setting custom MessageInterpolator of type org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator
2023-06-16 22:03:19.765 [gateway-service,,] [main] DEBUG o.h.v.internal.engine.AbstractConfigurationImpl - Setting custom ConstraintValidatorFactory of type org.springframework.validation.beanvalidation.SpringConstraintValidatorFactory
2023-06-16 22:03:19.765 [gateway-service,,] [main] DEBUG o.h.v.internal.engine.AbstractConfigurationImpl - Setting custom ParameterNameProvider of type org.springframework.validation.beanvalidation.LocalValidatorFactoryBean$1
2023-06-16 22:03:19.765 [gateway-service,,] [main] DEBUG o.h.v.internal.xml.config.ValidationXmlParser - Trying to load META-INF/validation.xml for XML based Validator configuration.
2023-06-16 22:03:19.765 [gateway-service,,] [main] DEBUG o.h.v.internal.xml.config.ResourceLoaderHelper - Trying to load META-INF/validation.xml via user class loader
2023-06-16 22:03:19.766 [gateway-service,,] [main] DEBUG o.h.v.internal.xml.config.ResourceLoaderHelper - Trying to load META-INF/validation.xml via TCCL
2023-06-16 22:03:19.766 [gateway-service,,] [main] DEBUG o.h.v.internal.xml.config.ResourceLoaderHelper - Trying to load META-INF/validation.xml via Hibernate Validator's class loader
2023-06-16 22:03:19.766 [gateway-service,,] [main] DEBUG o.h.v.internal.xml.config.ValidationXmlParser - No META-INF/validation.xml found. Using annotation based configuration only.
2023-06-16 22:03:19.767 [gateway-service,,] [main] DEBUG o.h.v.i.engine.resolver.TraversableResolvers - Cannot find javax.persistence.Persistence on classpath. Assuming non JPA 2 environment. All properties will per default be traversable.
2023-06-16 22:03:19.767 [gateway-service,,] [main] DEBUG o.h.v.i.engine.ValidatorFactoryConfigurationHelper - HV000252: Using org.hibernate.validator.internal.engine.DefaultPropertyNodeNameProvider as property node name provider.
2023-06-16 22:03:19.768 [gateway-service,,] [main] DEBUG o.h.v.i.engine.ValidatorFactoryConfigurationHelper - HV000234: Using org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator as ValidatorFactory-scoped message interpolator.
2023-06-16 22:03:19.768 [gateway-service,,] [main] DEBUG o.h.v.i.engine.ValidatorFactoryConfigurationHelper - HV000234: Using org.hibernate.validator.internal.engine.resolver.TraverseAllTraversableResolver as ValidatorFactory-scoped traversable resolver.
2023-06-16 22:03:19.768 [gateway-service,,] [main] DEBUG o.h.v.i.engine.ValidatorFactoryConfigurationHelper - HV000234: Using org.hibernate.validator.internal.util.ExecutableParameterNameProvider as ValidatorFactory-scoped parameter name provider.
2023-06-16 22:03:19.768 [gateway-service,,] [main] DEBUG o.h.v.i.engine.ValidatorFactoryConfigurationHelper - HV000234: Using org.hibernate.validator.internal.engine.DefaultClockProvider as ValidatorFactory-scoped clock provider.
2023-06-16 22:03:19.768 [gateway-service,,] [main] DEBUG o.h.v.i.engine.ValidatorFactoryConfigurationHelper - HV000234: Using org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory as ValidatorFactory-scoped script evaluator factory.
2023-06-16 22:03:19.825 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'gatewayHttpClientFactory' via factory method to bean named 'httpClientProperties'
2023-06-16 22:03:19.825 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'gatewayHttpClientFactory' via factory method to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2023-06-16 22:03:19.842 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'routingFilter'
2023-06-16 22:03:19.853 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'routingFilter' via factory method to bean named 'gatewayHttpClientFactory'
2023-06-16 22:03:19.853 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'routingFilter' via factory method to bean named 'httpClientProperties'
2023-06-16 22:03:19.855 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'nettyWriteResponseFilter'
2023-06-16 22:03:19.855 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'gatewayProperties'
2023-06-16 22:03:19.855 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.gateway.config.GatewayAutoConfiguration'
2023-06-16 22:03:19.917 [gateway-service,,] [main] DEBUG o.s.cloud.gateway.config.GatewayProperties - Routes supplied from Gateway Properties: [RouteDefinition{id='user_service', predicates=[PredicateDefinition{name='Path', args={_genkey_0=/user-service/**}}], filters=[FilterDefinition{name='StripPrefix', args={_genkey_0=1}}], uri=lb://user-service, order=0, metadata={}}, RouteDefinition{id='auth_service', predicates=[PredicateDefinition{name='Path', args={_genkey_0=/auth-service/**}}], filters=[FilterDefinition{name='StripPrefix', args={_genkey_0=1}}], uri=lb://auth-service, order=0, metadata={}}, RouteDefinition{id='transporter_service', predicates=[PredicateDefinition{name='Path', args={_genkey_0=/transporter-service/**}}], filters=[FilterDefinition{name='StripPrefix', args={_genkey_0=1}}], uri=lb://transporter-service, order=0, metadata={}}]
2023-06-16 22:03:19.921 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'nettyWriteResponseFilter' via factory method to bean named 'gatewayProperties'
2023-06-16 22:03:19.921 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'reactorNettyWebSocketClient'
2023-06-16 22:03:19.922 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'reactorNettyWebSocketClient' via factory method to bean named 'httpClientProperties'
2023-06-16 22:03:19.922 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'reactorNettyWebSocketClient' via factory method to bean named 'gatewayHttpClientFactory'
2023-06-16 22:03:19.924 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'reactorNettyRequestUpgradeStrategy'
2023-06-16 22:03:19.924 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'reactorNettyRequestUpgradeStrategy' via factory method to bean named 'httpClientProperties'
2023-06-16 22:03:19.926 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'stringToZonedDateTimeConverter'
2023-06-16 22:03:19.927 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'routeLocatorBuilder'
2023-06-16 22:03:19.927 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'routeLocatorBuilder' via factory method to bean named 'org.springframework.boot.web.reactive.context.AnnotationConfigReactiveWebServerApplicationContext@591e58fa'
